S S1 0.272073485491341952
S S2 0.03314175062425705
S S3 0.11956421940992064
S S4 0.10552514707977759
S S5 0.09212492870312247
S S6 0.12534418079180404
S S7 0.08996069467106074
S S8 0.05282348634514533
S S9 0.1094421
A4_7 thousand 0.01363892351156465
A4_7 ad 0.0004516116547896335
A4_7 abandoned 0.005776407827262447
A4_7 lying 0.01593052380424308
A4_7 internal 0.004763576032774521
A4_7 cool 0.008194474937552612
A4_7 poetry 0.00851389792135349
A4_7 conflict 0.0030085855994721996
A4_7 planet 0.01204168081252403
A4_7 conservative 0.012554386301627807
A4_7 kg 0.013923157630541676
A4_7 laugh 0.0051296905331709615
A4_7 truck 0.010535061622068425
A4_7 versions 0.002813736897031108
A4_7 winners 0.004019590569108118
A4_7 falling 0.0010884754292378217
A4_7 bird 0.0011320248620798256
A4_7 desk 0.012943977392806583
A4_7 faith 0.004610848277069901
A4_7 succeeded 0.003754191865507661
A4_7 fans 0.001879361991459777
A4_7 wooden 0.0070031723423309815
A4_7 conflict 0.01342783698870928
A4_7 sector 0.01281979387465809
A4_7 evil 0.0013002851325288182
A4_7 controlled 0.015249770077608181
A4_7 application 0.008169512256158739
A4_7 greatest 0.008097015995656834
A4_7 orange 0.00024295554402223323
A4_7 alliance 0.006527123512790863
A4_7 programme 0.009664821812287203
A4_7 elementary 0.014380541308119802
A4_7 aged 0.011975186673721916
A4_7 ending 0.011293870233545965
A4_7 details 0.0016734623996642168
A4_7 briefly 0.0009331732501637867
A4_7 ad 0.011227850897129427
A4_7 laugh 0.009448615812906536
A4_7 alliance 0.006725016925415136
A4_7 apparently 0.004721288751750315
A4_7 invited 0.0007736316948288369
A4_7 laugh 0.005818464413540372
A4_7 fuel 0.007316129820486748
A4_7 southeast 0.006407396743592407
A4_7 economy 0.006793702877421718
A4_7 anna 0.013379938079727868
A4_7 address 0.0021226812905907485
A4_7 send 0.01069924384286394
A4_7 truck 0.013506930090346961
A4_7 ideas 0.010025949773564014
A4_7 drawn 0.014525510129583911
A4_7 passenger 0.0051131204434092786
A4_7 laugh 0.010172160616304576
A4_7 climate 0.005249224207167147
A4_7 catch 0.011799763377383556
A4_7 portion 0.009390972212772675
A4_7 task 0.010023781512881316
A4_7 religion 0.009640391364149157
A4_7 acres 0.0027832906940505886
A4_7 wolf 0.011706424049634385
A4_7 ad 0.009110109023112059
A4_7 causing 0.005044026607264652
A4_7 bc 0.00041335740396056047
A4_7 lewis 0.003224670286209378
A4_7 subsequent 0.015879722530417917
A4_7 weather 0.0040841701348323595
A4_7 apparently 0.004388268649614403
A4_7 arrested 0.014770771737135948
A4_7 threw 0.015565911722911312
A4_7 ad 0.012725825448697879
A4_7 cm 0.0028300984842593506
A4_7 dean 0.01159849813298228
A4_7 sweden 0.004654075249648512
A4_7 bc 0.0028324161423034263
A4_7 cool 0.004406259175478653
A4_7 elementary 0.011997299888443095
A4_7 poetry 0.007694229050693156
A4_7 fm 0.014978737774700886
A4_7 carrying 0.00615473346852323
A4_7 details 0.0070926309283663586
A4_7 perform 0.00503458630685057
A4_7 graduate 0.008758829211846774
A4_7 miller 0.0011810301082591811
A4_7 defence 0.014855598233866542
A4_7 defence 0.014718316126908665
A4_7 programming 0.015698865462919
A4_7 aid 0.20115697597086035
A4_8 task 0.012994166973210399
A4_8 besides 0.010785892862821956
A4_8 supporting 0.014621487835265744
A4_8 starts 0.004167030087068288
A4_8 staring 0.009776496921036312
A4_8 attempts 0.003046257752556778
A4_8 worry 0.01210385526317081
A4_8 desire 0.013035708652575927
A4_8 thousand 0.0013310726186864564
A4_8 les 0.011566257066599625
A4_8 dinner 0.010608553252870242
A4_8 federation 0.013326249084066974
A4_8 performances 0.0009840862672568433
A4_8 northeast 0.0020161340372743595
A4_8 transfer 0.007640841635790182
A4_8 succeeded 0.0023002066009890146
A4_8 relatively 0.0005618250150131486
A4_8 dangerous 0.012903787633376311
A4_8 brief 0.009762900730265587
A4_8 crossed 0.0008966357457157274
A4_8 missed 0.011443779637155265
A4_8 sector 0.014614551605141607
A4_8 faith 0.013762776092544494
A4_8 dinner 0.010464578209662323
A4_8 chain 0.011721753697758415
A4_8 kissed 0.01213008300766512
A4_8 subsequent 0.0024585745984537512
A4_8 publication 0.0028170115381074756
A4_8 qualified 0.011228476164512837
A4_8 supporting 0.007462143146826102
A4_8 programme 0.012385771796195367
A4_8 standards 0.00048537119833964187
A4_8 convention 0.004925145376347658
A4_8 truck 0.008146344910771298
A4_8 acres 0.008362447999692706
A4_8 regions 0.007128231185555741
A4_8 lewis 0.0025510834372049745
A4_8 gate 0.008243815324141318
A4_8 standards 0.008271083046828057
A4_8 officials 0.014324390230605277
A4_8 chamber 0.00944838884642056
A4_8 display 0.014684609978224504
A4_8 bc 0.012264178501705292
A4_8 convention 0.014106940418842846
A4_8 visited 0.01502016672694932
A4_8 lyrics 0.015958045350131678
A4_8 application 0.008102211809490972
A4_8 rooms 0.0076871097837826596
A4_8 orange 0.011767607720222438
A4_8 tiny 0.012529036457747927
A4_8 interested 0.012326169000422436
A4_8 attempts 0.011731259232562451
A4_8 passenger 0.011145016997591713
A4_8 heads 0.013253614887768389
A4_8 publishing 0.004936323549317501
A4_8 economy 0.010165328472921406
A4_8 mix 0.006992920360602801
A4_8 cambridge 0.011049437297009603
A4_8 graduate 0.009612678075895466
A4_8 conflict 0.0042523425612749225
A4_8 waited 0.0023676955146720285
A4_8 promotion 0.009560637235773323
A4_8 persian 0.0035142980535373815
A4_8 rolled 0.006942421829670915
A4_8 chamber 0.007781594274071391
A4_8 truck 0.0001255133565152026
A4_8 condition 0.006296878992589913
A4_8 literary 0.01406316541459528
A4_8 counter 0.010215450533463913
A4_8 achieved 0.002077716148376333
A4_8 heads 0.013578681545995253
A4_8 worry 0.005727172611935306
A4_8 aid 0.0020843458824007827
A4_8 starts 0.006464226699571932
A4_8 philosophy 0.003908189565457859
A4_8 abandoned 0.015182970054407314
A4_8 check 0.0035602273456820295
A4_8 brief 0.0005986213741997343
A4_8 sweden 0.012571647970891485
A4_8 passenger 0.015296199718656445
A4_8 mobile 0.01181879673652716
A4_8 programme 0.015221025253355518
A4_8 task 0.012217427672416667
A4_8 defence 0.008707966471864025
A4_8 threw 0.007961598548181943
A4_8 details 0.01144200738940913
A4_8 subsequent 0.010260502994771253
A4_8 regions 0.011204265824716678
A4_8 ending 0.007247200175254261
A4_8 express 0.0028674887587562072
A4_8 entitled 0.014794577651618188
A4_8 cm 0.014422994420803078
A4_8 falling 0.010351670818930236
A4_8 showing 0.007942259951348228
A4_8 crossed 0.006703561115159454
A4_8 doubt 0.0065876014560976555
A4_8 climate 0.007723049311483795
A4_8 rare 0.010024481926881245
A4_8 conflict 0.0036812805313795488
A4_8 address 0.01413327810721974
A4_8 cool 0.1183790664933572
A4_9 peak 0.015485324066070444
A4_9 factory 0.0014925915963975344
A4_9 ryan 0.013897254664405495
A4_9 factory 0.006009485308171517
A4_9 rooms 0.0004934732880272579
A4_9 web 0.015212045579812707
A4_9 reaction 0.007803720724427333
A4_9 criminal 0.0051064845187373436
A4_9 adult 0.007713094272444919
A4_9 persian 0.012995108564954446
A4_9 existence 0.0008441769836075777
A4_9 greatest 0.011807142490600256
A4_9 dean 0.004179282196735384
A4_9 programme 0.011145134063566757
A4_9 lie 0.0021211925068828183
A4_9 plus 0.006530459249346313
A4_9 mix 0.010695032686369212
A4_9 factory 0.011982186402777116
A4_9 publishing 0.005361900989461163
A4_9 patrick 0.004585966567281641
A4_9 princess 0.006065884955321117
A4_9 duty 0.0015499175267192269
A4_9 bc 0.003330104905597992
A4_9 ian 0.009618169097108853
A4_9 matt 0.004948319443851313
A4_9 bc 0.007397791504445554
A4_9 performances 0.0036391652759409873
A4_9 defence 0.002746391554186698
A4_9 bowl 0.009714385791388521
A4_9 truck 0.011312569846213821
A4_9 brief 0.0018208898912445367
A4_9 thousand 0.011310004891664635
A4_9 worry 0.01388375646584783
A4_9 dangerous 0.00930634373922087
A4_9 graduate 0.006155420583886607
A4_9 articles 0.00022360538129819084
A4_9 princess 0.012800501437788386
A4_9 bowl 0.012570108861632767
A4_9 alliance 0.0063571185072915
A4_9 sword 0.01526059599381112
A4_9 standards 0.002122890635507349
A4_9 wooden 0.014306983140197864
A4_9 identity 0.011457134032244886
A4_9 greatest 0.01285549878607354
A4_9 cm 0.01175222333300638
A4_9 aid 0.011506413885948459
A4_9 interested 0.007124286482931141
A4_9 besides 0.008060086194773686
A4_9 subsequent 0.0030770246684723693
A4_9 showing 0.014090147610506167
A4_9 apparently 0.003753477996733005
A4_9 crossed 0.0010481795876875293
A4_9 walter 0.008027543959827394
A4_9 sites 0.0018761645577456353
A4_9 squad 0.0009664843801691203
A4_9 miller 0.00240796325002115
A4_9 rank 0.002427901616515256
A4_9 succeeded 0.015256475651642136
A4_9 plus 0.0002089232691885459
A4_9 pool 0.005497848590386183
A4_9 faith 0.01599816628033988
A4_9 princess 0.006654153609037178
A4_9 wolf 0.008886704105136835
A4_9 hills 0.00429305350180661
A4_9 rooms 0.005759276146482289
A4_9 height 0.006800640970466751
A4_9 earl 0.0056042151631576645
A4_9 plus 0.007952559207533806
A4_9 cool 0.006968179326638574
A4_9 staring 0.011072726987402451
A4_9 economy 0.009847954156307914
A4_9 methods 0.003827458010786725
A4_9 catch 0.0010699489286488592
A4_9 liked 0.014652952850854311
A4_9 religion 0.014387750841784614
A4_9 heavily 0.0016042284812058244
A4_9 darkness 0.008373861649315433
A4_9 pictures 0.01297415257369802
A4_9 condition 0.010000017508735219
A4_9 northeast 0.014248236249641175
A4_9 permanent 0.002413688651170487
A4_9 obtained 0.010669148262710454
A4_9 methods 0.008353755037697915
A4_9 dangerous 0.011326801884403869
A4_9 philosophy 0.0014398496013666533
A4_9 prevent 0.008202377343582614
A4_9 scoring 0.013876614644131506
A4_9 dinner 0.002079357224117605
A4_9 weren 0.011281842719268376
A4_9 mobile 0.004509427133285045
A4_9 conservative 0.007159897727768096
A4_9 category 0.0015124158596641136
A4_9 planet 0.005568967321109918
A4_9 apparently 0.0016895306107369329
A4_9 controlled 0.008461245442613204
A4_9 achieved 0.006068676243207024
A4_9 drawn 0.013438337737559407
A4_9 princess 0.00468031181944147
A4_9 ad 0.015559948043248978
A4_9 perform 0.24741209927885324
